filename,human_correction,dialect
Sylheti_B8tTlSZo7Z8_seg0077.wav,"আমাদের অন্তত উচিত ছিলো, যুব সমাজ হিসেবে,  বন্ধু হিসেবে তোমাদের পাশে থাকা। আমরা তখন অন্ধ ছিলাম, মানুষের কথায় তাল মিলিয়েছি, এজন্য আমরা ক্ষমা প্রার্থী। আমরা একমাত্র তোমাদের কাছে ক্ষমা চাইতে এসেছি। আর একটা বিষয়, এই যে মনে করো আমার প্রেমিকা, গদার বউ তোমাদের কিছু বেইমানি কথা বার্তার কারণে যে ",sylheti
Sylheti_B8tTlSZo7Z8_seg0078.wav,"আমাদের সাথে সম্পর্ক খারাপ হলো, মন খারাপ হলো। ঠিক আছে তোমাদের এটা অন্যায় না, তোমরা রাগ থেকে কাজটা করেছো। এসব কোন সমস্যা না। 
হ্যাঁ হ্যাঁ।  এটাই আমাদের কথা। এখন সবকিছুর পর বদর ভাই, জেদ ইসলাম।  একটা কথা ভেবে দেখো,",sylheti
Sylheti_B8tTlSZo7Z8_seg0079.wav,"তোমরা মিলে আমার প্রেমিকার সামনে যে কথা গুলো বলেছো, প্রকৃত অর্থে সবই মিথ্যে কথা, এটা তো সত্যি না, বাস্তবে তো প্রেম করিনি, সত্যিই করিনি। আমার একমাত্র একটাই প্রেমিকা তোমরা ভালো করেই জানো।
এসব তারা রাগ করে বলেছে।
এখন তোমরা তোমাদের রাগ, পুরোনো শত্রুতা মেটানোর জন্য তোমারা মিথ্যা কথা বলেছো, এটাই তো কথা। হ্যাঁ রে পবন, এসব তো আমরা মিথ্যা কথা বলেছি।
",sylheti
Sylheti_B8tTlSZo7Z8_seg0080.wav,"এই যে তোমাদের সাথে আগের শত্রুতা, কারণ তোমরা আমাদেরকে গ্রাম থেকে বিদায় করে দিয়েছিলে, আমাদের মামা ভাগ্নের মনে একটা রাগ ছিলো। মামা আমাকে শিখিয়ে দিয়েছিলো। তখন দুই জায়গায় দুইটা ভেজাল করলাম। তাই না মামা? 
এটাই মুলত বিষয়।  এখন তোমরা আমাদের এতো বড় ক্ষতি করেছিলে, আমাদের ভেতরে একটা জেদ তৈরি হয়েছিলো।",sylheti
Sylheti_B8tTlSZo7Z8_seg0081.wav,"এই গ্রামে আমাদের নাড়ির টান, এই গ্রাম থেকে আমাদের বিদায় করে দিয়েছে, ঘাড় ধাক্কা দিয়ে। এমন ভাবে প্রতিশোধ নিবো, যেন পবন আর গদা এই গ্রামে না থাকে। আর তোমরা তো আরেকটা সমস্যা করেছো।",sylheti
Sylheti_B8tTlSZo7Z8_seg0082.wav,"তোমরা আমাদের কোন কাজ-কর্ম করতে দাও না। কোথাও কোদাল মারতে দাও না। শুধু আমাদের ক্ষতি করো। দেখো আমরা আগে খারাপ কাজ করেছি। আমরা অমানুষ।  এজন্য আমরা ভালো করে তোমাদের সংসারে ভালোভাবে ঝামেলা বাধিয়ে দিয়েছি, মামা ভাগ্নে মিলে আগুন লাগিয়েছি।  তবে সমস্যা নেই, তোমাদের প্রেমিকা আর বউ, এদের কে আমরা আমারা মামা ভাগ্নে গিয়ে বুঝিয়ে বলবো।তবে একটা শর্ত আছে,",sylheti
Sylheti_B8tTlSZo7Z8_seg0083.wav,"আমরা কোন সময় এই গ্রামে কাজকর্ম শুরু করলে তোমরা বাধা দিতে পারবে না।
হ্যাঁ ",sylheti
Sylheti_B8tTlSZo7Z8_seg0084.wav,"তারমানে তোমরা শত্রুতা মিটিয়েছো আমাদের উপর। তাইতো? এখন স্বীকার করলে ঠিক আছে তোমরা শত্রুতা করে মিথ্যে কথা বলে আমাদের সংসারে ভেজাল লাগিয়েছিলে।
তা তো অবশ্যই, তাতো অবশ্যই।
তা যাই হোক, এখন উঠি। এক কাজ করো,যেহেতু তোমরা এখন থেকে ভালো হয়ে গেছো আর আমরা ও যেহেতু বন্ধু হয়ে গেছি, কাল মেম্বার এর বাড়িতে একবার এসো। কেন জানো? এসব আমদের বিচার এর কোন বিষয় না।আমার প্রেমিকা আর ওর বউ। এসব সাইডে রাখো",sylheti
Sylheti_B8tTlSZo7Z8_seg0085.wav,"তোমরা যেহেতু এখন ভালো হয়ে চলাফেরা করবে, তাহলে গ্রামে তোমাদের কাজকর্ম করতে হবে। মেম্বারের বাড়িতে গেলে, আমরা মেম্বারের সামনে বলবো যে আমরা সাক্ষী,",sylheti
Sylheti_B8tTlSZo7Z8_seg0086.wav,"আমরা দ্বায়িত্ব নিলাম, এখন থেকে ওরা আর খারাপ কাজ করবে না, এদেরকে গ্রামে কাজকর্ম করার সুযোগ দিন। তাহলে পুরো গ্রামে তোমরা একটা স্বীকৃতি পাবে। বুঝেছো? কাল একবার মেম্বারের বাড়ি এসো। আমরা নিজে থাকবো, দ্বায়িত্ব নিয়ে বললাম।
আচ্ছা ঠিক আছে।
তাহলে এখন উঠি, কেমন?
আচ্ছা, যাও
ঠিক আছে গদা, চল।",sylheti
Sylheti_B8tTlSZo7Z8_seg0087.wav,"ভেজাল দুইটা করাতে ছেলেরা এসে সমাধান করেছে। 
হ্যাঁ!  এজন্যই বৌমাকে বোঝাতে হবে,  ভেজাল করার ও গুণাগুণ আছে। ভেজাল করা ও এক ধরনের কাজ। 
ইয়া আল্লাহ আমি একটা ভুল করে ফেলেছি। ওকে ও দেখানো উচিত ছিলো মানুষ এসেছে আমাদের সাথে ঝামেলা মেটাতে। 
আচ্ছা। এই যে শুনছো, এই যে কোথায়? 
কি শুনলাম আমি। ওরা প্রকাশ্যে চুগলি কর,  স্বগর্বে স্বীকার করে যাচ্ছে, মেম্বার সাহেব।",sylheti
Sylheti_B8tTlSZo7Z8_seg0088.wav,"ঢেকি যেখানে যায়, সেখানেই ধান ভানে, কয়লা ধুলে ময়লা যায় না। তবে কিছু কিছু মানুষ আছে যে ওরা ভুল করে, বিবেক জাগ্রত হয়, তাদের বিবেকবোধ থেকে ভুল থেকে সরে আসে। পরিত্রাণ পেয়ে যায়। তবে কিছু মানুষ এর ব্যতিক্রম।  জীবনে কখনো এদের বিবেক জাগ্রত হয়না, প্রতিনিয়ত ভুল করে যায়। এদের হয়েছে এই অবস্থা। ",sylheti
Sylheti_B8tTlSZo7Z8_seg0089.wav,"এর জন্যই আল্লাহ জাহান্নাম বানিয়েছেন।  বুঝেছো বিষয়?  এখন তাহলে এদের জন্য আর কোন ঔষধ আমি দেখছি না। হাই লেভেল এর এন্টিবায়োটিক ই দিতে হবে। তাই না?
জ্বী জ্বী। আমি যা বলেছিলাম তাই করতে হবে।
এই থানা পুলিশ করে,  বিচার করে লাভ হবে না। চিরতরে গ্রাম ছাড়া করতে হবে।",sylheti
Chittagonian_JvwgOr-K0vQ_seg0000.wav,"আমি যাই ওকে বাঁচাই। কী উলটাপালটা! ওর জামাই ওকে মেরে ফেলতে চাই। আমি ওকে খুন হতে দেব না। না না না।আমি বুঝছি, আ্মি বুঝছি তো! তুই আসলে স্বপ্ন দেখেছিস, সেজন্য ভয় পেয়েছিস।সেজন্য ছটফট করছিস। শোন, আগে একটু নাস্তা পানি খা, দেখবি ভালো লাগবে।আমি কিছু খাব না, আমার ওকে বাঁচাতে হবে।না না না। আমাকে ছেড়ে দাও।ও কপাল! তুমি জানো না?",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0001.wav,"দেশি পাত্র পেয়ে, সেধে বিয়ে করে ফেলেছে। তারপর তোমার ভাই পাগল হয়ে গিয়েছে। ওকে ভুলে যাবে।বিসিএস পরীক্ষা দাও, বিসিএস ক্যাডার হলে ওই মেয়ে বুঝবে। আমিতো হান্ড্রেড পার্সেন্ট সঠিক কথা বলি। তোমার ভাই যদি আজকে বিসিএস ক্যাডার হয়ে বড় অফিসার হত",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0002.wav,"তাহলে ওর প্রেমিকা বুঝতো, ওকে অবহেলা করে তার কি ভুল কাজ হয়েছে।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0003.wav,"তোমার বুদ্ধি, এই তোমার মতো বদখেচরের বুদ্ধি ধরে…। আমার ভাইটা দিনরাত শুধু বইয়ের মধ্যে মুখ গুঁজে পরে থাকত আর শুধু মেয়েটাকে নিয়ে স্বপ্ন দেখতো, চিন্তা করতো মেয়েটাকে নিয়ে।বেশি আদর করে আমার ভাইটা শেষ হয়ে গেল। আচ্ছা শোনো না,তুমি যে এমন চিৎকার করে কান্নাকাটি করছো",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0004.wav,"পাড়া-প্রতিবেশীকে জানাচ্ছো, ওরা তো জেনে যাবে। তুমি আর তোমার বাবাতো পাগল, তখন আমি একজন সম্মানিত মানুষ,আমার মান-সম্মান কোথায় যাবে! কি বললে তুমি! পাগল? আমি পাগল? তোমার বাবা পাগল, আমরা পাগল না।তোমার ভাই পাগল, তোমার বোন পাগল,তোমার চৌদ্দ-গোষ্ঠী পাগল, তোমার পাড়া-প্রতিবেশী সহ পাগল।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0005.wav,"না, সবাই না, শুধু তোমাদের ফ্যামিলি পাগল, পাগলের গোষ্ঠী, পাগলের গোষ্ঠী, পাগলের গোষ্ঠী…। কোথায় গেল! আমি আব্বা-আম্মাকে কি জবাব দিব! আমার কাছ থেকে হারিয়ে গেল, হারিয়ে গেল। আহারে তুমি কোনো চিন্তা করো না, তুমিতো কান্না করতে করতে সাগর বানিয়ে ফেলবে এখানে।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0006.wav,"আ্মি একটা কথা বলি শোনো, ও দেখবে ঘুরেফিরে ঠিক ঘরের ছেলে আবার ঘরে ফিরে আসবে। কি বললে তুমি! ও ঘরে ফিরে আসবে! ও! ও কি সুস্থ আছে! আমার ভাইকি সুস্থ! যে এমনি এমনি চলে আসবে! ওগো! ওগো! চলে এসেছে মনে হয়। দেখেছ! ও ঘরের ছেলে ঘরে ফিরে আসবে!",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0007.wav,"আমার ধারণা একেবারে সঠিক। সত্যি! দুলাভাই, শান কোথায়? আমি ফজর থেকে মোবাইলে ট্রাই করছিলাম,উনার ফোন বন্ধ কেন পাচ্ছি! বন্ধ কেন পাবা? আমরা বলছি ওকে… ওতো হারিয়ে গেছে। ওকে খুঁজে পাচ্ছি না, বের হয়ে চলে গেছে ও।এসব কি বলছেন!",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0008.wav,"আপনাদের কোনো কথা আমার বিশ্বাস হচ্ছে না। কি! বিশ্বাস হচ্ছে না মানে? বিশ্বাস হচ্ছে না! আমরা কি মিথ্যা কথা বলছি? আমার মনে হচ্ছে আপনারা শানকে খুন করে উনার লাশ কোথাও গুম করে ফেলেছেন। ও খোদারে ও খোদা! এই পাগলাগারদে পুরনো পাগলে ভাত পায় না, নতুন পাগল এসে ঢুকেছে। দুলাভাই, কি বলছেন আপনি!",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0009.wav,"আমি পাগল? আমাকে পাগল বলে কোনো লাভ নাই। আমি না আপনাদের দুজনকে ছাড়ব না, দুজনকেই আমি ফাসিতে ঝুলাব। কি! কি বলছে ও! আমার ভাইকে আমি মেরে লুকিয়ে রেখেছি মানে!এই পাগল হয়েছ তুমি? আবোল-তাবোল কথা বলছ কেন? কোথা থেকে এসেছ তুমি? আমি কোনো আবোল-তাবোল কথা বলছি না। আপনারা শানের লাশ কোথায় গুম করেছেন বলেন। এই বেয়াদব মেয়ে!",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0010.wav,"বের হ, আমার ঘর থেকে বের হ। কত বড় সাহস, কি বললি তুই! আমি খুন করেছি! খুন করব তোকে, রান্নাঘর থেকে বটি এনে টুকরা টুকরা করে, লাশ করে তোকে খুন করব,তোকে গুম করব। ও! তাহলে এভাবেই শানকে খুন করেছেন! শানকে খুন করেছেন, আমাকে খুন করা এত সহজ না!",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0011.wav,"আমি কিন্তু আপনাদের ছাড়ব না,শানের লাশ কোথায় রেখেছেন বলেন। ওই মেয়ে, তোমার কেন মনে হল শানকে আমরা খুন করে ওর লাশ গুম করে রেখেছি? গতকাল রাতে আমি শানকে ফোন দিয়েছিলাম, উনি বলেছেন আপনারা দুজন মিলে উনাকে খুন করতে চান। ও খোদা! এটা কেমন কথা! ওকে কেন আমরা খুন করব! বের হ।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0012.wav,"আমার ঘর থেকে বের হ, বের হ তুই। আমাকে বের করে কোনো লাভ নাই, শানের লাশ আপনারা কোথায় লুকিয়েছেন, কোথায়? বাথরুমে? নাকি পানির ট্যাংকিতে? কোথায় আলমারির ভেতর? সত্যি সত্যি বলেন। কি বললি শয়তানের মতো? আমি আমার শানকে গুম করে পানির ট্যাংকিতে লাশ রেখেছি? বের হবি তুই?",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0013.wav,"নাকি বটি দিয়ে কেটে কেটে টুকরা করে তোর লাশের টুকরা কিন্তু সাগরে ভাসিয়ে দিব, বললাম আমি। ও মাগো! এই ও মাগো মানে কি ? পালাচ্ছিস কেন? ভয় পেয়েছিস দাঁড়া বটি আনি। আমি ভয় পাইনি,  আমি আপনাদের দেখে নেব, দেখে নেব। দেখে নিবি? তুই কি দেখে নিবি? এমনি আমার ভাইকে খুঁজে পাচ্ছি না, ফাজিলের ফাজিল। ওগো...। কতক্ষণ ধরে তোর জন্য দাঁড়িয়ে আছি।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0014.wav,"দাঁড়িয়ে থাকতে থাকতে অস্থির হয়ে গিয়েছি। তো কি করব! ভাইজান যেই ছেলের সাথে বিয়ে ঠিক করেছে সে তো ঘরে এসে বসে আছে। কি বললে তুমি! ছেলে দেখতে কেমন? আর বলো না, ছেলে দেখতে যা ডেঞ্জারাস! একেবারে ডাকাতের মতো। আর তুমি এই ডাকাতের মতো চেহারার ছেলের সাথে বিয়ের জন্য রাজি হয়ে গিয়েছ, তাই না? ছেলের নাকি অনেক টাকা, বিদেশে গাড়ি-বাড়ি আছে, সব নিজের।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0015.wav,"বিদেশে গাড়ি-বাড়ি আছে বলে কি তুমি একেবারে ডাকাতের মতো চেহারার ছেলেকে বিয়ের জন্য রাজি হয়ে যাবে? আমি কোথযায় রাজি হলাম! তো কে রাজি হয়েছে?  আর কে, আমার ভাইজান! সংসার তো তোমার ভাইজান করবে না, সংসার তো করবে তুমি। তো কি করব! আমি রাজি না হয়ে উপায় আছে? আমি যদি বিয়েতে রাজি না হই, এই ডাকাতের মতো ছেলেটা তোমাকে খুন করবে। আমাকে? আমাকে খুন করবে! আমি কী করেছি?",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0016.wav,"আমি কি জানি! ওগো, তুমি ঠিক আছো? তোমার জামাইতো তোমাকে কিছু করেনি? তুমি তো বেঁচে আছো? আপনি কে? তুমি আমাকে চিনতে পারছো না? আমি শান। জাহিদ? এমন করছো কেন ? কি করছি? আমার হাত কেন ধরেছেন? আমিতো প্রতিদিন তোমার হাত ধরি। আমি হাত ধরলেতো তোমার ভালো লাগে। এখন কি হয়েছে? ও আল্লাহ! কি বলে! আমি",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0017.wav,"জাহিদ? আমি তোমার শান, জাহিদ কে? এই তুমি কে? আমি কে মানে ? তুই কে? তুই কে মানে ? তুমি আমার গার্লফ্রেন্ডকে নিয়ে টানাটানি করছো। কি বললি তুই? আমার প্রিয়তমাকে অন্য কেউ কেন দেখবে? আমার প্রিয়তমাকে শুধু আমি দেখব। এই বেটা? রাস্তার বেটা। এটা আমার গার্লফ্রেন্ড। এ ভাই! ",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0018.wav,"দেখেন না ভাই, কোত্থেকে লোক একটা এসে আমার গার্লফ্রেন্ডকে নিয়ে টানাটানি করছে। আমার গার্লফ্রেন্ড, আ্মি দিস্টার্ব করছি না তো। আপনি কি বলছেন এসব? আপনার বোন-দুলাভাই খুন করে লাশ গুম করে ফেলেছে! জ্বি ম্যাডাম! মানুষ যে কত পাষাণ হতে পারে উনাদেরকে না দেখলে বুঝবেন না। বিশ্ব সুন্দরী প্রতিযোগিতার মতো যদি বিশ্ব পাষাণ প্রতিযোগিতার আয়োজন করা হত, উনারাই চ্যাম্পিয়ন হতেন।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0019.wav,"উনাদের চ্যাম্পিয়নশিপ কেউ ঠেকাতে পারতেন না। ম্যাডাম, আপনি উনাদের অ্যারেস্ট করেন। আচ্ছা, আপনার কেন মনে হচ্ছে যে উনারা আপন ছোট ভাইকে খুন করতে পা্রেন? ম্যাডাম, আপনি জানলে অবাক হবেন, শানের নামে চট্টগ্রামে কোটি কোটি টাকার সম্পত্তি আছে। শান যেহেতু উনাদের একমাত্র ভাই,",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0020.wav,"শানকে খুন করতে পারলে সব সম্পত্তির মালিক উনার বোন আর দুলাভাই হয়ে যাবেন। সুতরাং এটা হচ্ছে উনাদের রাস্তা পরিষ্কার করার একমাত্র কারন। আপনি বুঝতে পেরেছেন? আচ্ছা, এটা একটা পয়েন্ট। কিন্তু আপনি আরেকবার ভেবে দেখেন, আপনি কি মামলা করবেন নাকি করবেন না? আপনি এসব কী বলছেন? আমি মামলা করতেই এসেছি, অবশ্যই মামলা করব।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0021.wav,"শুনেন, কিছুদিন আগে এখানে একজন মানুষ এসেছিল। সে নাকি মামলা করবে। কী হয়েছে, ওর মেয়েকে নাকি কোনো ছেলে কিডন্যাপ করে নিয়ে গিয়েছে, পরে দেখা গেল কী জানেন? মেয়েটি ওর খালার বাসায় বেড়াতে গিয়েছিল। আপনার ঘটনা এমন হবে নাতো? অসম্ভব। আমি কি শিওর না হয়ে এখানে মামলা করতে এসেছি! আমি কিন্তু ১০০% শিওর। ",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0022.wav,"উনারাই শানকে খুন করেছেন। আর যদি প্রমান হয় সত্যি সত্যি খুন হয়নি, আমি কিন্তু মিথ্যা অভিযোগের অপরাধে আপনাকে অ্যারেস্ট করব।মন থাকবে? জেল খাটা লাগলে খাটব, কিন্তু আমি প্রমান করেই ছাড়ব উনারাই শানকে খুন করেছেন। আচ্ছা ঠিক আছে, চলুন, যত তাড়াতাড়ি সম্ভব আমি  উনাদেরকে অ্যারেস্ট করব। চলুন।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0023.wav,ও শান! ও ভাই! তুই কোথায় গেলি! ও খোদা! কোনো মানুষের ছাদে উঠে লুকিয়ে আছে কিনা! তুমি রাস্তা-ঘাটে কী করছ এসব? এই রাস্তা-ঘাটে কী করছি মানে ? কী করছি? আমার ভাই…আমার শান…।,chittagonian
Chittagonian_JvwgOr-K0vQ_seg0024.wav,ও শানু…। এমন কান্নাকাটি করলে আশেপাশের মানুষ কী বলবে তোমাকে? মানুষ কী বলবে মানে? আমি মানুষের খাই নাকি মানুষের পরি? হ্যাঁ? আমিই জানি আমার বুকের ভেতর কেমন লাগছে! আমার ভাইকে খুঁজে পাচ্ছি না। ও শান…। আচ্ছা আচ্ছা কাঁদবা ঠিক আছে। কিন্তু রাস্তা-ঘাটে কাঁদলে মানুষ খারাপ বলবে তোমাকে। হ্যাঁ ?,chittagonian
Chittagonian_JvwgOr-K0vQ_seg0025.wav,"কি বলবে মানে? মানুষ কি বলবে মানে? এই? তোমার টোন শুনে আমার কী মনে হচ্ছে জানো? আমি রাস্তা-ঘাটে দাঁড়িয়ে মানুষ থেকে চুরি-ছিনতাই করছি। তোমার ঘরে গিয়ে বের করছি। হায়! হায়! আমার পা ভেঙে গেছে। আমি বলছি, পথ দেখে দেখে চলতে পার না তুমি? ",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0026.wav,অকারণে গালাগালি কর সেজন্য ফল হয়েছে। খোচা দিচ্ছ আমাকে! আমার বিপদের সময় আমাকে খোঁচা দিচ্ছ! হায়! আমই এতবছর ধরে এই জল্লাদের সংসার করছিলাম!আমি বিপদে পড়েছি!,chittagonian
Chittagonian_JvwgOr-K0vQ_seg0027.wav,"ওইযে কথায় আছে না, হাতি ফাঁদে পড়লে নাকি চামচিকাও ঠোকর দেয়।ও খোদারে ও খোদা! আমি কখন তোমাকে খোচা দিলাম! তোমার জন্য , তোমার জন্য আমার পা ভেঙে গিয়েছে, আমার পা চার টুকরা হয়ে গিয়েছে,চার টুকরা। হায়! কি বললে তুমি! আমার জন্য তোমার পা ভেঙেছে?",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0028.wav,"কি বলছ তুমি! তোমার জন্য না?  তুমি যদি আমার সাথে ঝগড়া না করতে আমি কি পড়ে যেতাম! তোমার মতো একটা মূর্খের সাথে কথা বলে আমার…পুরা মূর্খতা। হায়! দেখ কান্ড, ও কি বলছে! আমি মূর্খ! আমার পড়ালেখা নিয়ে আবার খোঁচা দিচ্ছ! তুমি আসলে",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0029.wav,"তোমাকে কী করা উচিত জানো? ওইযে কথায় আছে না? ওইযে বদি আলমের গালে গালে ,জুতা মারো তালে তালে। তোমাকে জুতা মারা উচিত। আজকে বাসায় যাই,পা যদি কুপিয়ে কেটে না দি ওর!",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0030.wav,"এ ভাই! ভাই ভাই ভাই,ভাই ভাই এদিকে আসেন না! আমাকে একটু তুলুন না ভাই, আমার পা ভেঙ্গে গিয়েছে। আমার ভাই হারিয়ে গিয়েছে তো আমার ভাইকে খুঁজতে বের হয়েছি। ওরা নাই, ওরা পালিয়েছে। ও মাই গড। সিচুয়েশনতো দেখি অনেক খারাপ। খুন করে বাসায় তাল্লা দিয়ে পালিয়েছে! দেখেছেন ম্যাডাম! আমার কথা প্রমাণ হয়েছে!",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0031.wav,"শানের দুলাভাই আর বোন মিলে শানকে খুন করে লাশ গুম করে ফেলেছে। আপনি তো আমার কথা বিশ্বাস করছিলেন না। আমি যখন ওদের ধমক দিয়েছিলাম আমি পুলিশ নিয়ে আসব,ওরা ওই ভয়ে তালা বন্ধ করে পালিয়েছে। আপনি এক কাজ করেন,এই তালা ভেঙে ওদেরকে অ্যারেস্ট করেন।এই আপনি এসব কি বলছেন!",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0032.wav,"আপনার কি মাথা খারাপ হয়ে গিয়েছে! আপনি কি পাগল হয়ে গিয়েছেন? তালা মেরে ওদেরকে অ্যারেস্ট করব? ওরা কি ঘরের ভেতর আছে! ও! এটাও কথা ঠিক। শুধু শুধু তালা ভেঙে লাভ কি! তাহলেতো ওদেরকে খুঁজতে হলে বাইরে খুজতে হবে। আমি বাইরে কোথায় খুঁজব! আমি বাইরে খুঁজব যে, আমার বাইরে খোঁজার জন্য ক্লু তো লাগবে, আমি ক্লু পাব কোথায়!",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0033.wav,"ম্যাডাম, আমার ধারণা ওরা পালিয়ে গেলেও বেশিদুর যেতে পারেনি, আর গেলেও কোথায় যাবে! শানের একটা খালার বাসা আছে, গেলে সেখানেই যেতে পারে। আমি কিন্তু ওটা চিনি, চলুন আমরা সেখানে যাই। ভ্যারি গুড।এই লেটস গো, লেটস গো, চল চল চল।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0034.wav,"কলিজায় বেঁধে রাখব তোমাকে, ও প্রিয়তমা! বুকে বেঁধে রাখব তোমাকে।কলিজায় বেঁধে রাখব তোমাকে, ও প্রিয়তমা! বুকে বেঁধে রাখব তোমাকে। শান, তুমি!",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0035.wav,"এই প্রিয়তমা, তুমি আমাকে দেখে পালিয়ে কেন যাচ্ছ! তুমি আমাকে প্রমিস কর,তুমি আমাকে ছেড়ে কোথাও যাবে না।আমাকে প্রমিস কর।কি বলছ তুমি এসব! তোমাকে কে মেরেছে? তোমাকে তো অসুস্থ লাগছে। কি হয়েছে তোমার? না, না, আমি একেবারেই অসুস্থ না। আমই ঠিক আছি, আমার কোনো সমস্যা নাই, বেঁচে আছো তো তুমি! আমার জামাই কেন আমাকে মেরে ফেলবে! কি বলছ তুমি এসব! কেন? ",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0036.wav,"তোমার মনে নাই? তুমি দৌড়াচ্ছিলে, তুমি তো বলেছিলে তোমার জামাই তোমার পেছন পেছন ছুরি নিয়ে তোমাকে মারতে দৌড়াচ্ছে। আমাকে বলেছিলে বাচাও, বাচাও। জানো? তখন থেকে তোমাকে রাস্তায় পাগলের মতো খুঁজছি, এখন তুমি বেঁচে আছ দেখে কি যে ভালো লাগছে আমার, কি যে ভালো লাগছে! শান যেভাবে এলোমেলো কথা বলছে, ওর কোনো মেন্টাল প্রবলেম দেখা দিয়েছে! ও প্রিয়তমা।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0037.wav,"প্রিয়তমা,  আমি তোমাকে ছাড়া বাঁচব না, তুমি আগে আমাকে প্রমিস কর যে তুমি আমাকে ছেড়ে কোথাও যাবে না, প্রমিস কর। আচ্ছা আচ্ছা ঠিক আছে। তুমি আমার সাথে চল। না আমি আগে যাব না, তুমি আগে প্রমিস কর। প্রমিস কর না।প্রমিস কর।  তুমি আমাকে ছেড়ে যাবেনা। আচ্ছা আচ্ছা ঠিক আছে, আমি প্রমিস করছি।সত্যি? ",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0038.wav,"তুমি এখন প্রমিস করেছ না? আমি এখন যেকোনো দিকে যেতে পারব। তুমি বললে আমি এদিকে যাব, ওই দিকে যাব।কোথায় যাব বলনা। আ্মি নিয়ে যাচ্ছি,  আমি নিয়ে যাচ্ছি। তোমার জামাই এত ফাজিল।তুমি ভুলে গিয়েছ? মনে নাই? তুমি পার্কের সামনে তোমার জামাইর সাথে দাঁড়িয়ে ছিলে, য়ামি যখন এসেছিলাম! তোমার জামাইর এলাকার লোকজন আমাকে যেভাবে ত্যানাফাটা করেছিল! শার্ট ছিড়ে ফেলেছিল, তোমার মনে নেই?",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0039.wav,"কি বলছ তুমি এসব পাগলের মতো! এই মিথ্যা বলবে না।একদম মিথ্যা বলবে না। তুমি মিথ্যা বললে কিন্তু আমি রিকশা থেকে নেমে যাব। আচ্ছা ঠিক আছে, ঠিক আছে, মিথ্যা বলব না।তোমার জামাই কিন্তু একজন দাজ্জাল মানুষ। তোমাকেও মারার চেষ্টা করেছে, আমাকেও মারার চেষ্টা করেছে। এখনো আমার দাঁত ব্যাথা করে।এই তুমি আমাকে প্রমিস কর, তুমি আমাকে ছেড়ে ওই দাজ্জাল ব্যাটার কাছে যাবে না, প্রমিস কর।",chittagonian
Chittagonian_JvwgOr-K0vQ_seg0040.wav,"প্রমিস! তুমি সেজন্য আমার লক্ষ্মী, বুঝেছ? তুমি আমার লক্ষ্মী। সেজন্য তোমাকে আমি বেশি বেশি ভালোবাসি। ও খোদা! দিল্লীর লাড্ডু আমি কেন খেলাম! দিল্লীর লাড্ডু খেয়ে পস্তানোর চেয়ে না খেয়ে পস্তানো অনেক ভালো। দিল্লীর লাড্ডু খেয়ে আমি এখন পথের ফকির।পথের ভিখারী। হে যুবক সমাজ,",chittagonian
